relpath,hash,class,run,cache_file,x0,y0,x1,y1,roi_confident
Pass\250825_174651_A35W_35-1 [1024].bmp,d5d0740dbafcbb308fa7284bc5f76fd5,Pass,250825_174651,d5d0740dbafcbb308fa7284bc5f76fd5_v1_fefa1c62.png,220,715,2211,1362,True
Pass\250825_174651_A35W_35-3 [16].bmp,b22691d556a40eeae27851ab974d4cae,Pass,250825_174651,b22691d556a40eeae27851ab974d4cae_v1_fefa1c62.png,298,616,1993,1237,True
Pass\250825_174651_A35W_36-1 [1024].bmp,70932e7612a4778fa2cb6b2d61d63a63,Pass,250825_174651,70932e7612a4778fa2cb6b2d61d63a63_v1_fefa1c62.png,224,702,2197,1341,True
Pass\250825_174651_A35W_36-2 [16384].bmp,3e49061b7ab6bc869ee2ce788f6e96ea,Pass,250825_174651,3e49061b7ab6bc869ee2ce788f6e96ea_v1_fefa1c62.png,309,707,1992,1334,True
Pass\250825_174651_A35W_36-3 [262144].bmp,17dda1fc51e60e7c737921a5097f0db8,Pass,250825_174651,17dda1fc51e60e7c737921a5097f0db8_v1_fefa1c62.png,305,623,1990,1236,True
Pass\250825_174651_A35W_37-1 [1024].bmp,9770f1fe47ce21669a8ee4537cd53908,Pass,250825_174651,9770f1fe47ce21669a8ee4537cd53908_v1_fefa1c62.png,205,709,2202,1359,True
Pass\250825_174651_A35W_37-2 [16384].bmp,0e2b02fe788ffa048361982ad0cf67a7,Pass,250825_174651,0e2b02fe788ffa048361982ad0cf67a7_v1_fefa1c62.png,272,705,1965,1334,True
Pass\250825_174651_A35W_37-3 [262144].bmp,711f2e6abe5ddd9f09408107a4a2d2ac,Pass,250825_174651,711f2e6abe5ddd9f09408107a4a2d2ac_v1_fefa1c62.png,276,616,1987,1251,True
Pass\250825_174651_A35W_38-1 [1024].bmp,49117dc02b03dc139b0f6f1d8a63edc3,Pass,250825_174651,49117dc02b03dc139b0f6f1d8a63edc3_v1_fefa1c62.png,181,703,2388,1366,True
Pass\250825_174651_A35W_38-2 [16384].bmp,3df6811897adf85e844cf36a137e7de9,Pass,250825_174651,3df6811897adf85e844cf36a137e7de9_v1_fefa1c62.png,270,710,1983,1345,True
Pass\250825_174651_A35W_38-3 [262144].bmp,05433cb5eb4506d41890adff9b219720,Pass,250825_174651,05433cb5eb4506d41890adff9b219720_v1_fefa1c62.png,278,614,1987,1269,True
Pass\250825_174651_A35W_39-1 [1024].bmp,3e50bee1f73ec050f78b13a82eed15bd,Pass,250825_174651,3e50bee1f73ec050f78b13a82eed15bd_v1_fefa1c62.png,200,700,2207,1357,True
Pass\250825_174651_A35W_39-2 [16384].bmp,ba7701d60667a7de5b94fe27372c8d6c,Pass,250825_174651,ba7701d60667a7de5b94fe27372c8d6c_v1_fefa1c62.png,177,708,1986,1347,True
Pass\250825_174651_A35W_39-3 [262144].bmp,76989c02f61fd0a7e8b706fd9b2c423f,Pass,250825_174651,76989c02f61fd0a7e8b706fd9b2c423f_v1_fefa1c62.png,270,611,1983,1256,True
Pass\250825_174651_A35W_4-1 [1024].bmp,f6a432ac77bf289f17a2cef7aaed1328,Pass,250825_174651,f6a432ac77bf289f17a2cef7aaed1328_v1_fefa1c62.png,211,667,2226,1332,True
Pass\250825_174651_A35W_4-2 [16384].bmp,53daefb1e11d8bec4b43fc7267c390d8,Pass,250825_174651,53daefb1e11d8bec4b43fc7267c390d8_v1_fefa1c62.png,192,677,1989,1306,True
Pass\250825_174651_A35W_4-3 [16].bmp,611010d337a60c2a4cc95b73a4f32dbd,Pass,250825_174651,611010d337a60c2a4cc95b73a4f32dbd_v1_fefa1c62.png,262,587,2063,1218,True
Pass\250825_174651_A35W_5-1 [1024].bmp,bad782f04d9c14d20aa5234003c67022,Pass,250825_174651,bad782f04d9c14d20aa5234003c67022_v1_fefa1c62.png,201,676,2203,1331,True
Pass\250825_174651_A35W_5-3 [16].bmp,3fc4e8298481c18fac0f9b6f816cf8c0,Pass,250825_174651,3fc4e8298481c18fac0f9b6f816cf8c0_v1_fefa1c62.png,305,595,1995,1238,True
Pass\250825_174651_A35W_6-1 [1024].bmp,bf8b4c7997ab61b8b6c354aee3f90174,Pass,250825_174651,bf8b4c7997ab61b8b6c354aee3f90174_v1_fefa1c62.png,185,661,2336,1322,True
Pass\250825_174651_A35W_6-2 [16384].bmp,b84506434b00c52a139e989e34387e5d,Pass,250825_174651,b84506434b00c52a139e989e34387e5d_v1_fefa1c62.png,271,679,1994,1308,True
Pass\250825_174651_A35W_6-3 [16].bmp,5f0b19c0aa502c14d79aff2202126457,Pass,250825_174651,5f0b19c0aa502c14d79aff2202126457_v1_fefa1c62.png,274,583,1987,1228,True
Pass\250825_174651_A35W_7-1 [1024].bmp,b51b562ea8f9df10156e89aca98ab155,Pass,250825_174651,b51b562ea8f9df10156e89aca98ab155_v1_fefa1c62.png,193,675,2190,1325,True
Pass\250825_174651_A35W_7-2 [16384].bmp,4cbf1b5eab747eec34bc53fa8d13884a,Pass,250825_174651,4cbf1b5eab747eec34bc53fa8d13884a_v1_fefa1c62.png,278,675,1975,1304,True
Pass\250825_174651_A35W_7-3 [16].bmp,66d725b15244aa1f007e29febc5eb1d0,Pass,250825_174651,66d725b15244aa1f007e29febc5eb1d0_v1_fefa1c62.png,289,579,2024,1224,True
Pass\250825_174651_A35W_8-1 [1024].bmp,b7bc18a489cb70724294f4bea1d4932f,Pass,250825_174651,b7bc18a489cb70724294f4bea1d4932f_v1_fefa1c62.png,207,680,2220,1333,True
Pass\250825_174651_A35W_8-2 [16384].bmp,7124d55209c05b6c991db0f0b6a27200,Pass,250825_174651,7124d55209c05b6c991db0f0b6a27200_v1_fefa1c62.png,267,681,1990,1312,True
Pass\250825_174651_A35W_8-3 [16].bmp,2d0f53e8a082a1cefccc3ab2932a7dc0,Pass,250825_174651,2d0f53e8a082a1cefccc3ab2932a7dc0_v1_fefa1c62.png,289,587,1976,1237,True
Pass\250825_174651_A35W_9-1 [1024].bmp,83c4ad708163d3aea5725a938380612f,Pass,250825_174651,83c4ad708163d3aea5725a938380612f_v1_fefa1c62.png,211,676,2226,1333,True
Pass\250825_174651_A35W_9-2 [16384].bmp,f55a94f2edd07be9b0394e5b7b0f5efe,Pass,250825_174651,f55a94f2edd07be9b0394e5b7b0f5efe_v1_fefa1c62.png,262,686,1978,1307,True
Pass\250825_174651_A35W_9-3 [16].bmp,c1c0c1eecc08a5464d8b532eb96a5d11,Pass,250825_174651,c1c0c1eecc08a5464d8b532eb96a5d11_v1_fefa1c62.png,272,579,2055,1222,True
Pass\250907_151900_A35W_1-1 [1024].bmp,f5549d4be53a52a087670b7dd0e853c4,Pass,250907_151900,f5549d4be53a52a087670b7dd0e853c4_v1_fefa1c62.png,191,670,2274,1327,True
Pass\250907_151900_A35W_1-2 [16384].bmp,bd5db12396d08789dcfb972537489e70,Pass,250907_151900,bd5db12396d08789dcfb972537489e70_v1_fefa1c62.png,299,674,1982,1291,True
Pass\250907_151900_A35W_1-3 [16].bmp,916493907e80a2152cf30d941b1533e1,Pass,250907_151900,916493907e80a2152cf30d941b1533e1_v1_fefa1c62.png,284,572,1993,1209,True
Pass\250907_151900_A35W_10-1 [1024].bmp,4dc91e7e8ea29c0d4067b50e95b4196e,Pass,250907_151900,4dc91e7e8ea29c0d4067b50e95b4196e_v1_fefa1c62.png,195,668,2208,1325,True
Pass\250907_151900_A35W_10-2 [16384].bmp,8d2ec50c6bd263eac703c062d8d3ea1f,Pass,250907_151900,8d2ec50c6bd263eac703c062d8d3ea1f_v1_fefa1c62.png,277,673,1996,1304,True
Pass\250907_151900_A35W_10-3 [16].bmp,17b34423c8c553248dff1bea40043fd5,Pass,250907_151900,17b34423c8c553248dff1bea40043fd5_v1_fefa1c62.png,276,579,2007,1210,True
Pass\250907_151900_A35W_11-1 [1024].bmp,c09c49bd9b8cc3a9a1813199f0a51da8,Pass,250907_151900,c09c49bd9b8cc3a9a1813199f0a51da8_v1_fefa1c62.png,192,664,2213,1321,True
Pass\250907_151900_A35W_11-2 [16].bmp,54893fb0f346df2b78e4483b38bea3cc,Pass,250907_151900,54893fb0f346df2b78e4483b38bea3cc_v1_fefa1c62.png,260,672,1969,1307,True
Pass\250907_151900_A35W_11-3 [16].bmp,a0c3baccc81ad3ef75dc37098a5f1b05,Pass,250907_151900,a0c3baccc81ad3ef75dc37098a5f1b05_v1_fefa1c62.png,273,581,1976,1208,True
Pass\250907_151900_A35W_12-2 [16].bmp,7f607f533ad7feb386e3a212c5b5c352,Pass,250907_151900,7f607f533ad7feb386e3a212c5b5c352_v1_fefa1c62.png,258,680,1953,1299,True
Pass\250907_151900_A35W_12-3 [16].bmp,f92489d940201e25b78f4366cb519294,Pass,250907_151900,f92489d940201e25b78f4366cb519294_v1_fefa1c62.png,190,572,1989,1209,True
Pass\250907_151900_A35W_13-2 [16].bmp,add97605b601432bca416e774c7cd4e0,Pass,250907_151900,add97605b601432bca416e774c7cd4e0_v1_fefa1c62.png,286,675,1963,1288,True
Pass\250907_151900_A35W_14-2 [16384].bmp,8389775f8dc1f89c1ebe3daf14da5216,Pass,250907_151900,8389775f8dc1f89c1ebe3daf14da5216_v1_fefa1c62.png,287,698,1988,1317,True
Pass\250907_151900_A35W_15-1 [1024].bmp,8e884fa1c21248d69122d63737faccfa,Pass,250907_151900,8e884fa1c21248d69122d63737faccfa_v1_fefa1c62.png,221,689,2186,1334,True
Pass\250907_151900_A35W_15-2 [16384].bmp,f53d6cf5cc9905a0403a371e4120e7e0,Pass,250907_151900,f53d6cf5cc9905a0403a371e4120e7e0_v1_fefa1c62.png,279,696,1982,1317,True
Pass\250907_151900_A35W_16-1 [1024].bmp,8d6960a59c5f72cf4bc2f05e7154f152,Pass,250907_151900,8d6960a59c5f72cf4bc2f05e7154f152_v1_fefa1c62.png,219,680,2216,1333,True
Pass\250907_151900_A35W_16-2 [16384].bmp,fe606abeb6b4b58b96a6679974df3146,Pass,250907_151900,fe606abeb6b4b58b96a6679974df3146_v1_fefa1c62.png,272,691,1988,1318,True
Pass\250907_151900_A35W_17-2 [16384].bmp,ba669dedddb0e2781b6439cfef65b9b9,Pass,250907_151900,ba669dedddb0e2781b6439cfef65b9b9_v1_fefa1c62.png,253,689,1988,1320,True
Pass\250907_151900_A35W_17-3 [16].bmp,0228124cea1bd1d6f16474f583ffa145,Pass,250907_151900,0228124cea1bd1d6f16474f583ffa145_v1_fefa1c62.png,272,588,2003,1227,True
Pass\250907_151900_A35W_18-2 [16384].bmp,12d3df91718f17a9ab4028b91dd5f9ac,Pass,250907_151900,12d3df91718f17a9ab4028b91dd5f9ac_v1_fefa1c62.png,260,692,1969,1316,True
Pass\250907_151900_A35W_18-3 [16].bmp,dab5614cde0f8e70ac4bb23ec4225563,Pass,250907_151900,dab5614cde0f8e70ac4bb23ec4225563_v1_fefa1c62.png,269,602,1974,1237,True
Pass\250907_151900_A35W_19-1 [1024].bmp,ba573b15d65224484558cf6abe2e6447,Pass,250907_151900,ba573b15d65224484558cf6abe2e6447_v1_fefa1c62.png,213,689,2194,1332,True
Pass\250907_151900_A35W_19-2 [16384].bmp,51a26008dc389e7fc289f3974ddc2a80,Pass,250907_151900,51a26008dc389e7fc289f3974ddc2a80_v1_fefa1c62.png,257,696,2084,1320,True
Pass\250907_151900_A35W_19-3 [16].bmp,f423fa72700d6f006ee9c5742c0ab0fa,Pass,250907_151900,f423fa72700d6f006ee9c5742c0ab0fa_v1_fefa1c62.png,276,596,1987,1233,True
Pass\250907_151900_A35W_2-2 [16384].bmp,7e82611f3ebfc8b0f1dfbed3708469eb,Pass,250907_151900,7e82611f3ebfc8b0f1dfbed3708469eb_v1_fefa1c62.png,268,671,2013,1316,True
Pass\250907_151900_A35W_2-3 [16].bmp,73eb90860460f862d8d57ea1a56628f5,Pass,250907_151900,73eb90860460f862d8d57ea1a56628f5_v1_fefa1c62.png,237,578,2236,1231,True
Pass\250907_151900_A35W_20-1 [1024].bmp,1063797a899e6232608f83ef0800f87f,Pass,250907_151900,1063797a899e6232608f83ef0800f87f_v1_fefa1c62.png,208,671,2233,1334,True
Pass\250907_151900_A35W_20-2 [16384].bmp,2c59d8d32ec3ee42b08eeee42219b0f1,Pass,250907_151900,2c59d8d32ec3ee42b08eeee42219b0f1_v1_fefa1c62.png,270,685,1981,1312,True
Pass\250907_151900_A35W_20-3 [16].bmp,6d23c6cffcec927fa3b863348eada035,Pass,250907_151900,6d23c6cffcec927fa3b863348eada035_v1_fefa1c62.png,276,590,1969,1227,True
Pass\250907_151900_A35W_21-1 [1024].bmp,f4025a99ef5757f699230c9b90878683,Pass,250907_151900,f4025a99ef5757f699230c9b90878683_v1_fefa1c62.png,213,684,2226,1341,True
Pass\250907_151900_A35W_21-2 [16384].bmp,549cd8aa975ddbb8f4432581da91878a,Pass,250907_151900,549cd8aa975ddbb8f4432581da91878a_v1_fefa1c62.png,278,692,1975,1313,True
Pass\250907_151900_A35W_21-3 [16].bmp,d4c454261c86fbaa608a22739d71082e,Pass,250907_151900,d4c454261c86fbaa608a22739d71082e_v1_fefa1c62.png,270,593,1979,1224,True
Pass\250907_151900_A35W_22-1 [1024].bmp,e790c34b27a2ac096e0e708f19c8dfc3,Pass,250907_151900,e790c34b27a2ac096e0e708f19c8dfc3_v1_fefa1c62.png,200,685,2241,1348,True
Pass\250907_151900_A35W_22-2 [16384].bmp,04cd0f96cf3a498b0acb402c5c50ad48,Pass,250907_151900,04cd0f96cf3a498b0acb402c5c50ad48_v1_fefa1c62.png,254,695,1963,1322,True
Pass\250907_151900_A35W_22-3 [16].bmp,93113462e21152ab27816a321e051b4a,Pass,250907_151900,93113462e21152ab27816a321e051b4a_v1_fefa1c62.png,268,596,1984,1235,True
Pass\250907_151900_A35W_23-1 [1024].bmp,871cc7c22a4a066315c40ccc9888e1a5,Pass,250907_151900,871cc7c22a4a066315c40ccc9888e1a5_v1_fefa1c62.png,197,678,2303,1331,True
Pass\250907_151900_A35W_23-3 [16].bmp,f91d36327d15f03434bdc35127fe9197,Pass,250907_151900,f91d36327d15f03434bdc35127fe9197_v1_fefa1c62.png,269,586,1970,1221,True
Pass\250907_151900_A35W_24-1 [1024].bmp,278a8bb4e8c66428236b2785af70da38,Pass,250907_151900,278a8bb4e8c66428236b2785af70da38_v1_fefa1c62.png,206,677,2195,1324,True
Pass\250907_151900_A35W_24-2 [16384].bmp,3bda12dd385012063c2451073ef17cca,Pass,250907_151900,3bda12dd385012063c2451073ef17cca_v1_fefa1c62.png,267,688,1988,1307,True
Pass\250907_151900_A35W_24-3 [16].bmp,a105ab7690090113b7458036dd2b6775,Pass,250907_151900,a105ab7690090113b7458036dd2b6775_v1_fefa1c62.png,261,595,2000,1226,True
Pass\250907_151900_A35W_25-1 [1024].bmp,da34ecb70bd7ec87e7365d14d3bfe702,Pass,250907_151900,da34ecb70bd7ec87e7365d14d3bfe702_v1_fefa1c62.png,216,686,2221,1341,True
Pass\250907_151900_A35W_25-2 [16384].bmp,7a386b25c5575471610ab7630cca79d2,Pass,250907_151900,7a386b25c5575471610ab7630cca79d2_v1_fefa1c62.png,282,684,1991,1321,True
Pass\250907_151900_A35W_25-3 [16].bmp,e637a352217d3eebaaeb7d269a31b95c,Pass,250907_151900,e637a352217d3eebaaeb7d269a31b95c_v1_fefa1c62.png,290,588,1999,1225,True
Pass\250907_151900_A35W_26-1 [1024].bmp,4a370d88ed3c067848366a7c35ffab4a,Pass,250907_151900,4a370d88ed3c067848366a7c35ffab4a_v1_fefa1c62.png,183,683,2318,1333,True
Pass\250907_151900_A35W_26-2 [16384].bmp,fc23e7668bc846bd48b3b194e65c8a08,Pass,250907_151900,fc23e7668bc846bd48b3b194e65c8a08_v1_fefa1c62.png,258,685,1985,1314,True
Pass\250907_151900_A35W_26-3 [16].bmp,31c49cf2496aa17d95fd0eec11a98e60,Pass,250907_151900,31c49cf2496aa17d95fd0eec11a98e60_v1_fefa1c62.png,266,593,1995,1224,True
Pass\250907_151900_A35W_27-1 [1024].bmp,a915331a2164581de59fb13c501b5d52,Pass,250907_151900,a915331a2164581de59fb13c501b5d52_v1_fefa1c62.png,193,694,2328,1351,True
Pass\250907_151900_A35W_27-2 [16384].bmp,8579409f9672d428ee636d476a868a4f,Pass,250907_151900,8579409f9672d428ee636d476a868a4f_v1_fefa1c62.png,270,709,2019,1338,True
Pass\250907_151900_A35W_27-3 [262144].bmp,f886a2f174c4a9f325aaf8de32077b64,Pass,250907_151900,f886a2f174c4a9f325aaf8de32077b64_v1_fefa1c62.png,284,611,1995,1256,True
Pass\250907_151900_A35W_28-1 [1024].bmp,61dc94bcda021debadef291398986ca6,Pass,250907_151900,61dc94bcda021debadef291398986ca6_v1_fefa1c62.png,225,701,2224,1364,True
Pass\250907_151900_A35W_28-2 [16384].bmp,2528984981b3c1e5356037fa313eadbd,Pass,250907_151900,2528984981b3c1e5356037fa313eadbd_v1_fefa1c62.png,278,707,1991,1336,True
Pass\250907_151900_A35W_28-3 [16].bmp,a9186006a2d2c43b969bd36b8e1e8e15,Pass,250907_151900,a9186006a2d2c43b969bd36b8e1e8e15_v1_fefa1c62.png,220,613,2017,1244,True
Pass\250907_151900_A35W_29-3 [16].bmp,91a12763daa562f9f60e7accf40aeb81,Pass,250907_151900,91a12763daa562f9f60e7accf40aeb81_v1_fefa1c62.png,280,608,2007,1243,True
Pass\250907_151900_A35W_3-1 [1024].bmp,bc84d310e6cf4a3ed99511971b4d5f51,Pass,250907_151900,bc84d310e6cf4a3ed99511971b4d5f51_v1_fefa1c62.png,165,660,2300,1331,True
Pass\250907_151900_A35W_3-2 [16384].bmp,19ff966d25d4d7903ca662463b877303,Pass,250907_151900,19ff966d25d4d7903ca662463b877303_v1_fefa1c62.png,268,675,1977,1304,True
Pass\250907_151900_A35W_3-3 [16].bmp,e03b084b16401549a8cc7e1a2deb3a27,Pass,250907_151900,e03b084b16401549a8cc7e1a2deb3a27_v1_fefa1c62.png,273,577,1992,1222,True
Pass\250907_151900_A35W_30-2 [16384].bmp,1969a09fc1647b2499ae9066c18af285,Pass,250907_151900,1969a09fc1647b2499ae9066c18af285_v1_fefa1c62.png,295,704,2014,1328,True
Pass\250907_151900_A35W_4-1 [1024].bmp,866e69fadf1f26881bacbc46e649ec9e,Pass,250907_151900,866e69fadf1f26881bacbc46e649ec9e_v1_fefa1c62.png,215,663,2250,1324,True
Pass\250907_151900_A35W_4-2 [16384].bmp,c4c1f1f383f2e5f6044882145f839823,Pass,250907_151900,c4c1f1f383f2e5f6044882145f839823_v1_fefa1c62.png,279,677,2000,1320,True
Pass\250907_151900_A35W_4-3 [16].bmp,47ac719b416d4a553eb77239ebd5a29f,Pass,250907_151900,47ac719b416d4a553eb77239ebd5a29f_v1_fefa1c62.png,281,589,2004,1250,True
Pass\250907_151900_A35W_6-2 [16384].bmp,603713e96f60b32def6feb7c94f8fb53,Pass,250907_151900,603713e96f60b32def6feb7c94f8fb53_v1_fefa1c62.png,269,675,1988,1302,True
Pass\250907_151900_A35W_6-3 [16].bmp,137e281031ea61ea0d4c946faedd28ed,Pass,250907_151900,137e281031ea61ea0d4c946faedd28ed_v1_fefa1c62.png,283,584,1970,1205,True
Pass\250907_151900_A35W_7-2 [16384].bmp,0cc900dcc8b9bb60def2e47e8c2f3642,Pass,250907_151900,0cc900dcc8b9bb60def2e47e8c2f3642_v1_fefa1c62.png,268,680,1979,1317,True
Pass\250907_151900_A35W_8-2 [16384].bmp,16ed285fea79dd1361f4b45daee65c3b,Pass,250907_151900,16ed285fea79dd1361f4b45daee65c3b_v1_fefa1c62.png,260,661,2007,1311,True
Pass\250907_151900_A35W_8-3 [16].bmp,11c4b9eb268d50dc2bdf43b325aa6a0e,Pass,250907_151900,11c4b9eb268d50dc2bdf43b325aa6a0e_v1_fefa1c62.png,249,571,2230,1236,True
Pass\250907_151900_A35W_9-1 [1024].bmp,d9a9f8f63c811ab00255f0a689a17888,Pass,250907_151900,d9a9f8f63c811ab00255f0a689a17888_v1_fefa1c62.png,198,661,2291,1324,True
Pass\250907_151900_A35W_9-2 [16384].bmp,553a3823ba30b539da74662f389f6ca2,Pass,250907_151900,553a3823ba30b539da74662f389f6ca2_v1_fefa1c62.png,278,676,1975,1300,True
Pass\250907_151900_A35W_9-3 [16].bmp,0614d935a715737b2c82d0630b39d2ea,Pass,250907_151900,0614d935a715737b2c82d0630b39d2ea_v1_fefa1c62.png,282,580,2079,1215,True
Pass\250907_154203_A35W_1-2 [16384].bmp,5cec13ccedd6a50523498d6c96effdc0,Pass,250907_154203,5cec13ccedd6a50523498d6c96effdc0_v1_fefa1c62.png,281,677,1964,1290,True
Pass\250907_154203_A35W_1-3 [16].bmp,4ca162b9090a71b0af2a2de27687d1f6,Pass,250907_154203,4ca162b9090a71b0af2a2de27687d1f6_v1_fefa1c62.png,297,580,1984,1204,True
Pass\250907_154203_A35W_10-2 [16384].bmp,782a23c71587b1a0e13ccb96beedf2b2,Pass,250907_154203,782a23c71587b1a0e13ccb96beedf2b2_v1_fefa1c62.png,273,682,1960,1303,True
Pass\250907_154203_A35W_10-3 [16].bmp,fa6e73bdd65c1a6d0773ef703bdb4986,Pass,250907_154203,fa6e73bdd65c1a6d0773ef703bdb4986_v1_fefa1c62.png,273,585,1976,1212,True
Pass\250907_154203_A35W_11-1 [1024].bmp,6da0c2e5306fe4eac9c1c0d6d0862a18,Pass,250907_154203,6da0c2e5306fe4eac9c1c0d6d0862a18_v1_fefa1c62.png,189,664,2168,1319,True
Pass\250907_154203_A35W_11-3 [16].bmp,67c65428aa4a70f084ef94b5b18a71e9,Pass,250907_154203,67c65428aa4a70f084ef94b5b18a71e9_v1_fefa1c62.png,276,562,2037,1201,True
Pass\250907_154203_A35W_12-1 [1024].bmp,99544b1f279f862bdd20a760c09ccec5,Pass,250907_154203,99544b1f279f862bdd20a760c09ccec5_v1_fefa1c62.png,187,672,2290,1341,True
Pass\250907_154203_A35W_12-2 [16384].bmp,95bdc867c85296fa8e02adb0aa7339bd,Pass,250907_154203,95bdc867c85296fa8e02adb0aa7339bd_v1_fefa1c62.png,250,687,2049,1318,True
Pass\250907_154203_A35W_12-3 [16].bmp,f90acffe58a862b1216a430994f13059,Pass,250907_154203,f90acffe58a862b1216a430994f13059_v1_fefa1c62.png,190,591,1987,1256,True
Pass\250907_154203_A35W_13-1 [1024].bmp,738d0e237723ef84f89149cc5fa2456f,Pass,250907_154203,738d0e237723ef84f89149cc5fa2456f_v1_fefa1c62.png,169,658,2306,1329,True
Pass\250907_154203_A35W_13-2 [16].bmp,75705f6a24329e5e46ee01fde365bf8c,Pass,250907_154203,75705f6a24329e5e46ee01fde365bf8c_v1_fefa1c62.png,261,677,1966,1304,True
Pass\250907_154203_A35W_14-3 [16].bmp,db901c45520da0d34b7e37108d5c33cc,Pass,250907_154203,db901c45520da0d34b7e37108d5c33cc_v1_fefa1c62.png,279,606,2002,1227,True
Pass\250907_154203_A35W_15-1 [1024].bmp,848e9d0c1c1ec7a74d1c79dbbc2ccb77,Pass,250907_154203,848e9d0c1c1ec7a74d1c79dbbc2ccb77_v1_fefa1c62.png,225,698,2206,1317,True
Pass\250907_154203_A35W_15-2 [16384].bmp,d1899d2597683a5f8909ba5f75b59a48,Pass,250907_154203,d1899d2597683a5f8909ba5f75b59a48_v1_fefa1c62.png,285,692,1975,1316,True
Pass\250907_154203_A35W_16-1 [1024].bmp,7105434f2ad4e98b61b2be977dc77054,Pass,250907_154203,7105434f2ad4e98b61b2be977dc77054_v1_fefa1c62.png,211,685,2278,1330,True
Pass\250907_154203_A35W_16-3 [16].bmp,e3e623053e0b98fed718a99afdd9e366,Pass,250907_154203,e3e623053e0b98fed718a99afdd9e366_v1_fefa1c62.png,295,598,1978,1219,True
Pass\250907_154203_A35W_17-2 [16384].bmp,6f783377add449c5362a393aa0b413f6,Pass,250907_154203,6f783377add449c5362a393aa0b413f6_v1_fefa1c62.png,298,696,1993,1335,True
Pass\250907_154203_A35W_18-1 [1024].bmp,7dfe4a89efde4c6113e8d7a77b2acdf2,Pass,250907_154203,7dfe4a89efde4c6113e8d7a77b2acdf2_v1_fefa1c62.png,199,684,2266,1339,True
Pass\250907_154203_A35W_19-1 [1024].bmp,efd6dd434a8efe65deaa932796390048,Pass,250907_154203,efd6dd434a8efe65deaa932796390048_v1_fefa1c62.png,221,683,2202,1328,True
Pass\250907_154203_A35W_19-2 [16384].bmp,e78961c28e0d4d889214f50eec568c5e,Pass,250907_154203,e78961c28e0d4d889214f50eec568c5e_v1_fefa1c62.png,299,695,1970,1304,True
Pass\250907_154203_A35W_19-3 [16].bmp,53aeed06e30913f8577ad6ba90ff71db,Pass,250907_154203,53aeed06e30913f8577ad6ba90ff71db_v1_fefa1c62.png,308,590,1987,1211,True
Pass\250907_154203_A35W_2-1 [1024].bmp,3711fab58b8a0ac1b570678f3020e294,Pass,250907_154203,3711fab58b8a0ac1b570678f3020e294_v1_fefa1c62.png,216,669,2293,1330,True
Pass\250907_154203_A35W_2-2 [16384].bmp,5b968359f2109a95768c433bc6f49126,Pass,250907_154203,5b968359f2109a95768c433bc6f49126_v1_fefa1c62.png,285,680,1990,1304,True
Pass\250907_154203_A35W_2-3 [16].bmp,bc4cf1c180c70b9efe24e50c1cea779e,Pass,250907_154203,bc4cf1c180c70b9efe24e50c1cea779e_v1_fefa1c62.png,289,578,1990,1213,True
Pass\250907_154203_A35W_20-2 [16384].bmp,725c1a43d5a8ec5a017bb4956f1d49a3,Pass,250907_154203,725c1a43d5a8ec5a017bb4956f1d49a3_v1_fefa1c62.png,269,690,1992,1309,True
Pass\250907_154203_A35W_20-3 [16].bmp,2fc7aa925dca33f0351ff4baa6cd0a18,Pass,250907_154203,2fc7aa925dca33f0351ff4baa6cd0a18_v1_fefa1c62.png,297,590,1982,1227,True
Pass\250907_154203_A35W_22-1 [1024].bmp,01894c3e02a72dc8142ccba3b958af8b,Pass,250907_154203,01894c3e02a72dc8142ccba3b958af8b_v1_fefa1c62.png,215,685,2196,1332,True
Pass\250907_154203_A35W_22-3 [16].bmp,7c9cab6ae6e319e348b27ae0982e63da,Pass,250907_154203,7c9cab6ae6e319e348b27ae0982e63da_v1_fefa1c62.png,305,607,1995,1216,True
Pass\250907_154203_A35W_23-1 [1024].bmp,c1e09e4650bd6343d3d05bbbc989e7dd,Pass,250907_154203,c1e09e4650bd6343d3d05bbbc989e7dd_v1_fefa1c62.png,207,681,2186,1324,True
Pass\250907_154203_A35W_23-3 [16].bmp,bb4bae86dfd9d6b4f86b493ef9bf56d1,Pass,250907_154203,bb4bae86dfd9d6b4f86b493ef9bf56d1_v1_fefa1c62.png,289,594,1972,1213,True
Pass\250907_154203_A35W_24-1 [1024].bmp,fb309811ff19cb2d41800ea1d3634b16,Pass,250907_154203,fb309811ff19cb2d41800ea1d3634b16_v1_fefa1c62.png,216,679,2207,1340,True
Pass\250907_154203_A35W_25-1 [1024].bmp,a427325ca156c2b209118e4a36d4e1bf,Pass,250907_154203,a427325ca156c2b209118e4a36d4e1bf_v1_fefa1c62.png,211,679,2210,1329,True
Pass\250907_154203_A35W_25-2 [16384].bmp,ec9c05720e21d58d0f70f031207db90c,Pass,250907_154203,ec9c05720e21d58d0f70f031207db90c_v1_fefa1c62.png,291,695,1962,1306,True
Pass\250907_154203_A35W_25-3 [16].bmp,d701336a6c0bed83869ef69fb3e4a822,Pass,250907_154203,d701336a6c0bed83869ef69fb3e4a822_v1_fefa1c62.png,298,608,1975,1211,True
Pass\250907_154203_A35W_27-1 [1024].bmp,f3dda1e729df5e98024610c796cb1bbd,Pass,250907_154203,f3dda1e729df5e98024610c796cb1bbd_v1_fefa1c62.png,206,694,2299,1347,True
