relpath,filename,class,run,part,shot,code,width,height,hash,ahash,issues,valid,layout
Pass\250907_154203_A35W_8-2 [16].bmp,250907_154203_A35W_8-2 [16].bmp,Pass,250907_154203,8,2,16,2448,2048,b8dda4e6a0bffb0437e4854f372d2aca,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_154203_A35W_8-3 [65536].bmp,250907_154203_A35W_8-3 [65536].bmp,Pass,250907_154203,8,3,65536,2448,2048,2df08e2581d3a1642d87c7d35a3a19e0,0100000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_154203_A35W_9-3 [16].bmp,250907_154203_A35W_9-3 [16].bmp,Pass,250907_154203,9,3,16,2448,2048,d2faeff40a5d7e9396b95db0dc3e6c56,0100000000000000011010101111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_1-2 [16384].bmp,250930_170029_A35W_1-2 [16384].bmp,Pass,250930_170029,1,2,16384,2448,2048,5dafc7e83949b4f27d6940ebbf772e30,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_1-3 [16].bmp,250930_170029_A35W_1-3 [16].bmp,Pass,250930_170029,1,3,16,2448,2048,43279c7c2c4e2ddcc4af94c8832a3e1e,0000000000000000011100001111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_10-1 [1024].bmp,250930_170029_A35W_10-1 [1024].bmp,Pass,250930_170029,10,1,1024,2448,2048,3bd7db3e4ed80b1a9db9d66e899f3021,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_10-3 [16].bmp,250930_170029_A35W_10-3 [16].bmp,Pass,250930_170029,10,3,16,2448,2048,1f41df50cee5348dd0d4fdd4daa5bbd2,0110000000000000011110101111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_11-1 [1024].bmp,250930_170029_A35W_11-1 [1024].bmp,Pass,250930_170029,11,1,1024,2448,2048,c36b86c9e2e85b3790a662717f96ca2a,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_11-3 [16].bmp,250930_170029_A35W_11-3 [16].bmp,Pass,250930_170029,11,3,16,2448,2048,89ce9ef79a57ce75c2a8f5a15878e265,0000000000000000011000101111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_14-1 [1024].bmp,250930_170029_A35W_14-1 [1024].bmp,Pass,250930_170029,14,1,1024,2448,2048,d65fe1631bdd367e89d63b3da6b96344,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_14-2 [16384].bmp,250930_170029_A35W_14-2 [16384].bmp,Pass,250930_170029,14,2,16384,2448,2048,945a15f60deda5750d3c883750c82045,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_15-1 [1024].bmp,250930_170029_A35W_15-1 [1024].bmp,Pass,250930_170029,15,1,1024,2448,2048,63c7612c30f0978dd8874d8d2318fa74,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_15-2 [16384].bmp,250930_170029_A35W_15-2 [16384].bmp,Pass,250930_170029,15,2,16384,2448,2048,2572d991673a37006f42d3940557805b,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_16-1 [1024].bmp,250930_170029_A35W_16-1 [1024].bmp,Pass,250930_170029,16,1,1024,2448,2048,828609e7b69639afd4695b2a5d14d24b,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_16-2 [16384].bmp,250930_170029_A35W_16-2 [16384].bmp,Pass,250930_170029,16,2,16384,2448,2048,c7abbf5885e5a8728551646edf649031,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_17-2 [16384].bmp,250930_170029_A35W_17-2 [16384].bmp,Pass,250930_170029,17,2,16384,2448,2048,609271944d3bca8ff0339ddaf3e0540f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_18-1 [1024].bmp,250930_170029_A35W_18-1 [1024].bmp,Pass,250930_170029,18,1,1024,2448,2048,8c10485e792cb2d05876c79d1d95e8b4,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_18-2 [16384].bmp,250930_170029_A35W_18-2 [16384].bmp,Pass,250930_170029,18,2,16384,2448,2048,88f2d1e56fd61260ebe55a69e16bce0f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_2-2 [16384].bmp,250930_170029_A35W_2-2 [16384].bmp,Pass,250930_170029,2,2,16384,2448,2048,db9f918fed14b77b5ae177ad4a15d589,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_3-2 [16].bmp,250930_170029_A35W_3-2 [16].bmp,Pass,250930_170029,3,2,16,2448,2048,cded018e66a6a39b338069bb6cfc44bb,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_3-3 [16].bmp,250930_170029_A35W_3-3 [16].bmp,Pass,250930_170029,3,3,16,2448,2048,dd7b8e202a534f925361b02f1f6d0344,0100000000000000011000101111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_4-2 [16384].bmp,250930_170029_A35W_4-2 [16384].bmp,Pass,250930_170029,4,2,16384,2448,2048,fc52f936520b6e31be972623369c7d9f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_4-3 [16].bmp,250930_170029_A35W_4-3 [16].bmp,Pass,250930_170029,4,3,16,2448,2048,36f2eb68abf5ab711a0ff59aa9ad3311,0100000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_5-2 [16384].bmp,250930_170029_A35W_5-2 [16384].bmp,Pass,250930_170029,5,2,16384,2448,2048,b67ca7f6de3cebacb4e8d0ae1a611dd4,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_5-3 [16].bmp,250930_170029_A35W_5-3 [16].bmp,Pass,250930_170029,5,3,16,2448,2048,f105410f04f3bc3a008617a035ebe3fa,0111100000000000011000101111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_7-3 [16].bmp,250930_170029_A35W_7-3 [16].bmp,Pass,250930_170029,7,3,16,2448,2048,c255b97fb53dccff9e02ae9c014f1345,0000000000000000011110101111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_8-1 [1024].bmp,250930_170029_A35W_8-1 [1024].bmp,Pass,250930_170029,8,1,1024,2448,2048,91070b6342b47f9c1f8fe4012df22e9b,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_170029_A35W_8-3 [16].bmp,250930_170029_A35W_8-3 [16].bmp,Pass,250930_170029,8,3,16,2448,2048,c12b47fec9a848cb89588cdb5edb1817,0100000000000000011000101111111011111110011111100000000000000000,,True,L0
Pass\250930_170029_A35W_9-1 [1024].bmp,250930_170029_A35W_9-1 [1024].bmp,Pass,250930_170029,9,1,1024,2448,2048,2b4eefa1f15b34c2258a4a5c2d79aa9f,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_1-1 [1024].bmp,250930_172059_A35W_1-1 [1024].bmp,Pass,250930_172059,1,1,1024,2448,2048,5f286fac23804c6dca6353081b32927f,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_1-3 [16].bmp,250930_172059_A35W_1-3 [16].bmp,Pass,250930_172059,1,3,16,2448,2048,463790541ecf3bbad62ae32ba1ad864a,0000000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_10-1 [1024].bmp,250930_172059_A35W_10-1 [1024].bmp,Pass,250930_172059,10,1,1024,2448,2048,2831826326ced01c1710374cd9368273,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_10-2 [16384].bmp,250930_172059_A35W_10-2 [16384].bmp,Pass,250930_172059,10,2,16384,2448,2048,e720df15f2ca26f32e9f6ded0ba0e9a5,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_10-3 [16].bmp,250930_172059_A35W_10-3 [16].bmp,Pass,250930_172059,10,3,16,2448,2048,6a01e947b30d9a59492f5421b8c838fc,0111100000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_11-1 [1024].bmp,250930_172059_A35W_11-1 [1024].bmp,Pass,250930_172059,11,1,1024,2448,2048,c366ab1dd9763dc1c05a6d77851d150f,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_11-3 [16].bmp,250930_172059_A35W_11-3 [16].bmp,Pass,250930_172059,11,3,16,2448,2048,86de316b9c926e4f4e63be8c122e2c88,0110000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_12-1 [1024].bmp,250930_172059_A35W_12-1 [1024].bmp,Pass,250930_172059,12,1,1024,2448,2048,2c975e46b7bd24e7012d724288e38ccd,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_14-2 [16384].bmp,250930_172059_A35W_14-2 [16384].bmp,Pass,250930_172059,14,2,16384,2448,2048,fad43322b1e1a59755b298e5b7034a34,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_14-3 [16].bmp,250930_172059_A35W_14-3 [16].bmp,Pass,250930_172059,14,3,16,2448,2048,911cd70a3c281157a1c968169f67f7d7,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_15-2 [16384].bmp,250930_172059_A35W_15-2 [16384].bmp,Pass,250930_172059,15,2,16384,2448,2048,a57ef16fa629277a681048527eb07cd6,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_15-3 [16].bmp,250930_172059_A35W_15-3 [16].bmp,Pass,250930_172059,15,3,16,2448,2048,cee7e8fb7f2fe3bd37b7598259e42df2,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_16-1 [1024].bmp,250930_172059_A35W_16-1 [1024].bmp,Pass,250930_172059,16,1,1024,2448,2048,54b085e7714735e9d74b5983d45afceb,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_16-2 [16384].bmp,250930_172059_A35W_16-2 [16384].bmp,Pass,250930_172059,16,2,16384,2448,2048,7c86071404284a245798a2f8866e0f06,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_16-3 [16].bmp,250930_172059_A35W_16-3 [16].bmp,Pass,250930_172059,16,3,16,2448,2048,f6d298b6cb9985323c265d8a2aa80b7d,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_17-2 [16384].bmp,250930_172059_A35W_17-2 [16384].bmp,Pass,250930_172059,17,2,16384,2448,2048,d5fe5efc32cd0fa86ef9a72317ae0fe7,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_17-3 [16].bmp,250930_172059_A35W_17-3 [16].bmp,Pass,250930_172059,17,3,16,2448,2048,eeb3b13b26d54dd964ddd1c9d51c5fec,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_18-2 [16384].bmp,250930_172059_A35W_18-2 [16384].bmp,Pass,250930_172059,18,2,16384,2448,2048,659eb5a1b67db1ff9cda4c10f992cd18,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_18-3 [16].bmp,250930_172059_A35W_18-3 [16].bmp,Pass,250930_172059,18,3,16,2448,2048,d710abc7a4263df7f0d2325b0d61ebd3,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_19-1 [1024].bmp,250930_172059_A35W_19-1 [1024].bmp,Pass,250930_172059,19,1,1024,2448,2048,9055f90943bfbe67aedf1b8fa12666f6,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_19-2 [16384].bmp,250930_172059_A35W_19-2 [16384].bmp,Pass,250930_172059,19,2,16384,2448,2048,9314bfb33699f5168470f564bcd8d69f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_19-3 [16].bmp,250930_172059_A35W_19-3 [16].bmp,Pass,250930_172059,19,3,16,2448,2048,88461acdbef259fdea79048832cf483e,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_2-1 [1024].bmp,250930_172059_A35W_2-1 [1024].bmp,Pass,250930_172059,2,1,1024,2448,2048,ee028ce3be31daedd8b03cb81b36d627,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_2-2 [16].bmp,250930_172059_A35W_2-2 [16].bmp,Pass,250930_172059,2,2,16,2448,2048,df419871f5d7ddd277ec9245e943543a,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_2-3 [16].bmp,250930_172059_A35W_2-3 [16].bmp,Pass,250930_172059,2,3,16,2448,2048,2fa7e1f0606d1d6d6e9bb7c8dd0b1383,0110000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_20-1 [1024].bmp,250930_172059_A35W_20-1 [1024].bmp,Pass,250930_172059,20,1,1024,2448,2048,2a291044223db4cdeb0f35e29746e68a,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_20-2 [16384].bmp,250930_172059_A35W_20-2 [16384].bmp,Pass,250930_172059,20,2,16384,2448,2048,bc28bf6a6da6c9030126dac1ca404944,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_20-3 [16].bmp,250930_172059_A35W_20-3 [16].bmp,Pass,250930_172059,20,3,16,2448,2048,6b9631a275150277b8de2cf46853904f,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_21-2 [16384].bmp,250930_172059_A35W_21-2 [16384].bmp,Pass,250930_172059,21,2,16384,2448,2048,fe31e35919e67f8d8af4134bb2667480,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_21-3 [16].bmp,250930_172059_A35W_21-3 [16].bmp,Pass,250930_172059,21,3,16,2448,2048,97e796039901582dc1650a65e787b595,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_22-1 [1024].bmp,250930_172059_A35W_22-1 [1024].bmp,Pass,250930_172059,22,1,1024,2448,2048,4c8268ca4ba64da66c3eb3884a923901,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_22-3 [16].bmp,250930_172059_A35W_22-3 [16].bmp,Pass,250930_172059,22,3,16,2448,2048,70afb1b7c25ca1eb74e8b832fec3dabe,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_23-1 [1024].bmp,250930_172059_A35W_23-1 [1024].bmp,Pass,250930_172059,23,1,1024,2448,2048,488ed76561c28464a407f0adae8d9530,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_23-2 [16384].bmp,250930_172059_A35W_23-2 [16384].bmp,Pass,250930_172059,23,2,16384,2448,2048,7a0434d4d76fe0d83cc47d18ebd0683f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_23-3 [16].bmp,250930_172059_A35W_23-3 [16].bmp,Pass,250930_172059,23,3,16,2448,2048,fe10ef9eba59a3c6b455a9f8eb2bf70f,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_24-1 [1024].bmp,250930_172059_A35W_24-1 [1024].bmp,Pass,250930_172059,24,1,1024,2448,2048,24cfc6be49f7652e97960a3ecf985a68,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_24-2 [16384].bmp,250930_172059_A35W_24-2 [16384].bmp,Pass,250930_172059,24,2,16384,2448,2048,cd9b0a020ad8070654a1a08b8b96579b,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_24-3 [16].bmp,250930_172059_A35W_24-3 [16].bmp,Pass,250930_172059,24,3,16,2448,2048,02ef7fa1187e2d7ea122e795d571a2f7,0111100000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_25-1 [1024].bmp,250930_172059_A35W_25-1 [1024].bmp,Pass,250930_172059,25,1,1024,2448,2048,ad5f5f2106168dcfa68cd83128ea116b,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_25-2 [16384].bmp,250930_172059_A35W_25-2 [16384].bmp,Pass,250930_172059,25,2,16384,2448,2048,ba6f73b5b4ef5b369584ab6b97db8362,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_25-3 [16].bmp,250930_172059_A35W_25-3 [16].bmp,Pass,250930_172059,25,3,16,2448,2048,f60a249a13d6f320f04958c49819f4d7,0111100000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_26-1 [1024].bmp,250930_172059_A35W_26-1 [1024].bmp,Pass,250930_172059,26,1,1024,2448,2048,c93468c51a8997859046934f4ca52491,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_26-2 [16384].bmp,250930_172059_A35W_26-2 [16384].bmp,Pass,250930_172059,26,2,16384,2448,2048,fa755f154e0f22747a5c4afcbcf934a0,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_26-3 [16].bmp,250930_172059_A35W_26-3 [16].bmp,Pass,250930_172059,26,3,16,2448,2048,2082c75cb93a2fab6ec08e9b964fbb1b,0110000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_27-2 [16384].bmp,250930_172059_A35W_27-2 [16384].bmp,Pass,250930_172059,27,2,16384,2448,2048,e72dec7c9d2dd4c0b3d33756a76668db,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_27-3 [262144].bmp,250930_172059_A35W_27-3 [262144].bmp,Pass,250930_172059,27,3,262144,2448,2048,68d524c752efe55f5d8f7b0a04803f81,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_28-1 [1024].bmp,250930_172059_A35W_28-1 [1024].bmp,Pass,250930_172059,28,1,1024,2448,2048,f55e36361dc72e12f91c4ed024f9709d,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_28-2 [16384].bmp,250930_172059_A35W_28-2 [16384].bmp,Pass,250930_172059,28,2,16384,2448,2048,6675b0fd9cceb89b0863f4a202eb8a1f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_28-3 [16].bmp,250930_172059_A35W_28-3 [16].bmp,Pass,250930_172059,28,3,16,2448,2048,4b85eae30edf7af25a31e59bf7bb4198,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_29-1 [1024].bmp,250930_172059_A35W_29-1 [1024].bmp,Pass,250930_172059,29,1,1024,2448,2048,c17dba7bd57d90e51b9f0d0f9e511ccb,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_29-2 [16384].bmp,250930_172059_A35W_29-2 [16384].bmp,Pass,250930_172059,29,2,16384,2448,2048,e77975b8ff096c67184f59a07f39f2b2,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_3-1 [1024].bmp,250930_172059_A35W_3-1 [1024].bmp,Pass,250930_172059,3,1,1024,2448,2048,5092d533187d2e0bdfaeaa4bfff7ce17,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_3-3 [16].bmp,250930_172059_A35W_3-3 [16].bmp,Pass,250930_172059,3,3,16,2448,2048,8fab0087afdcca84873fae9bb17f79ea,0100000000000000011000101111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_30-1 [1024].bmp,250930_172059_A35W_30-1 [1024].bmp,Pass,250930_172059,30,1,1024,2448,2048,b708eff108cee6ef27c2937052c974a0,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_30-2 [16384].bmp,250930_172059_A35W_30-2 [16384].bmp,Pass,250930_172059,30,2,16384,2448,2048,04d4110aaae0b5241fdc5bfa73150923,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_30-3 [262144].bmp,250930_172059_A35W_30-3 [262144].bmp,Pass,250930_172059,30,3,262144,2448,2048,23931f45c23bd26c66c64c1b08bba49d,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_31-1 [1024].bmp,250930_172059_A35W_31-1 [1024].bmp,Pass,250930_172059,31,1,1024,2448,2048,eb0307d4b61ba5efa17278fefe2d8ea7,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_31-2 [16384].bmp,250930_172059_A35W_31-2 [16384].bmp,Pass,250930_172059,31,2,16384,2448,2048,3aa2988128fc5489b6f710be7cd4b0e9,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_31-3 [262144].bmp,250930_172059_A35W_31-3 [262144].bmp,Pass,250930_172059,31,3,262144,2448,2048,4fe4da1c3efe4ae982756cc208a86e12,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_32-1 [1024].bmp,250930_172059_A35W_32-1 [1024].bmp,Pass,250930_172059,32,1,1024,2448,2048,a3f15d0608f35145f56d8fb4fde67b93,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_32-2 [16384].bmp,250930_172059_A35W_32-2 [16384].bmp,Pass,250930_172059,32,2,16384,2448,2048,56f4c2c940ad1a9b6930da12aac82d17,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_32-3 [262144].bmp,250930_172059_A35W_32-3 [262144].bmp,Pass,250930_172059,32,3,262144,2448,2048,e4c4a6397da0a80b43e400928f9ce4a0,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_33-1 [1024].bmp,250930_172059_A35W_33-1 [1024].bmp,Pass,250930_172059,33,1,1024,2448,2048,a6a1f495d28d0b15adb9cc10c0244cba,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_34-2 [16384].bmp,250930_172059_A35W_34-2 [16384].bmp,Pass,250930_172059,34,2,16384,2448,2048,de20384818f19905a3af8880afaff029,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_34-3 [262144].bmp,250930_172059_A35W_34-3 [262144].bmp,Pass,250930_172059,34,3,262144,2448,2048,a206cde698cf0d19990d0cefd6f1b39a,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_35-2 [16384].bmp,250930_172059_A35W_35-2 [16384].bmp,Pass,250930_172059,35,2,16384,2448,2048,5f740a8a3cfaabfb5a31bfce11944a5d,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_35-3 [16].bmp,250930_172059_A35W_35-3 [16].bmp,Pass,250930_172059,35,3,16,2448,2048,2b967752495db8e28f6b74a2baee9d9e,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_36-2 [16384].bmp,250930_172059_A35W_36-2 [16384].bmp,Pass,250930_172059,36,2,16384,2448,2048,a58ceada8fd5879293217616e3011df6,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_36-3 [16].bmp,250930_172059_A35W_36-3 [16].bmp,Pass,250930_172059,36,3,16,2448,2048,73f225051df684443403a9110c62ba11,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_37-2 [16384].bmp,250930_172059_A35W_37-2 [16384].bmp,Pass,250930_172059,37,2,16384,2448,2048,168748a95d0803f039b32653621a4489,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_37-3 [262144].bmp,250930_172059_A35W_37-3 [262144].bmp,Pass,250930_172059,37,3,262144,2448,2048,5877c03aa9a548a77713115a211c818a,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_38-1 [1024].bmp,250930_172059_A35W_38-1 [1024].bmp,Pass,250930_172059,38,1,1024,2448,2048,d87a4f6be33b14cf3b24ae3f0289052f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_38-3 [262144].bmp,250930_172059_A35W_38-3 [262144].bmp,Pass,250930_172059,38,3,262144,2448,2048,40cd27a9153c341e89b9b834d6c888d5,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_39-1 [1024].bmp,250930_172059_A35W_39-1 [1024].bmp,Pass,250930_172059,39,1,1024,2448,2048,753a8d7dfb23b02d42dc776b2e0dcaa8,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_39-2 [16384].bmp,250930_172059_A35W_39-2 [16384].bmp,Pass,250930_172059,39,2,16384,2448,2048,3bf314853f7def3d6b4551b5be9653aa,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_39-3 [16].bmp,250930_172059_A35W_39-3 [16].bmp,Pass,250930_172059,39,3,16,2448,2048,7f1fa229cef438146f38a4724a952dc3,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_4-1 [1024].bmp,250930_172059_A35W_4-1 [1024].bmp,Pass,250930_172059,4,1,1024,2448,2048,99a4e73cc455c432632c76275fb24940,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_4-2 [16].bmp,250930_172059_A35W_4-2 [16].bmp,Pass,250930_172059,4,2,16,2448,2048,dd307643140939710f9ca60ba74545c6,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_4-3 [16].bmp,250930_172059_A35W_4-3 [16].bmp,Pass,250930_172059,4,3,16,2448,2048,f64cd1c248ce484e42d7cf758592f71a,0100000000000000011000101111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_5-1 [1024].bmp,250930_172059_A35W_5-1 [1024].bmp,Pass,250930_172059,5,1,1024,2448,2048,dd2b91325372ea360377fb7c367d1a34,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_5-2 [16].bmp,250930_172059_A35W_5-2 [16].bmp,Pass,250930_172059,5,2,16,2448,2048,7e246b18825ff1b55f57399e8ce6c3c4,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_5-3 [16].bmp,250930_172059_A35W_5-3 [16].bmp,Pass,250930_172059,5,3,16,2448,2048,114263c2390892906fe8aee4bf93193a,0100000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250930_172059_A35W_6-1 [1024].bmp,250930_172059_A35W_6-1 [1024].bmp,Pass,250930_172059,6,1,1024,2448,2048,2ad5382ecc43c12b0011f96262a432d0,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_6-2 [16384].bmp,250930_172059_A35W_6-2 [16384].bmp,Pass,250930_172059,6,2,16384,2448,2048,a5fc8a36bdde857809737036e7d3ca03,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_7-1 [1024].bmp,250930_172059_A35W_7-1 [1024].bmp,Pass,250930_172059,7,1,1024,2448,2048,9a4d365c74c5c54a74575500eb0d971c,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250930_172059_A35W_7-2 [16384].bmp,250930_172059_A35W_7-2 [16384].bmp,Pass,250930_172059,7,2,16384,2448,2048,48935c5d78156cf4667349cf2b10d175,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
